1	Q0	1mjaycee	1	1.0	CincyMedIR-2
1	Q0	k9yus2sv	2	0.999	CincyMedIR-2
1	Q0	fw4pmaoc	3	0.998	CincyMedIR-2
1	Q0	ky33ju30	4	0.997	CincyMedIR-2
1	Q0	89fol3pq	5	0.996	CincyMedIR-2
1	Q0	89sg0cpk	6	0.995	CincyMedIR-2
1	Q0	7nla9aji	7	0.994	CincyMedIR-2
1	Q0	hfkzu18p	8	0.993	CincyMedIR-2
1	Q0	msohf5oa	9	0.992	CincyMedIR-2
1	Q0	xuczplaf	10	0.991	CincyMedIR-2
1	Q0	1qkwsh6a	11	0.99	CincyMedIR-2
1	Q0	fkqohnyz	12	0.989	CincyMedIR-2
1	Q0	bw9lbzvt	13	0.988	CincyMedIR-2
1	Q0	juz9jnfk	14	0.987	CincyMedIR-2
1	Q0	9sdehh8v	15	0.986	CincyMedIR-2
1	Q0	yn8nzezq	16	0.985	CincyMedIR-2
1	Q0	2fb4z0dr	17	0.984	CincyMedIR-2
1	Q0	ajmo6bi6	18	0.983	CincyMedIR-2
1	Q0	9il7coyk	19	0.982	CincyMedIR-2
1	Q0	fnj57b0l	20	0.981	CincyMedIR-2
1	Q0	j99cgsjt	21	0.98	CincyMedIR-2
1	Q0	0hnh4n9e	22	0.979	CincyMedIR-2
1	Q0	xummm9xu	23	0.978	CincyMedIR-2
1	Q0	puuqv6zk	24	0.977	CincyMedIR-2
1	Q0	u7zxlgxz	25	0.976	CincyMedIR-2
1	Q0	3114rz8f	26	0.975	CincyMedIR-2
1	Q0	zcy4hpqp	27	0.974	CincyMedIR-2
1	Q0	1zyeusat	28	0.973	CincyMedIR-2
1	Q0	m88ha8ry	29	0.972	CincyMedIR-2
1	Q0	phlxsez8	30	0.971	CincyMedIR-2
1	Q0	ypgrw78s	31	0.97	CincyMedIR-2
1	Q0	shlcll6b	32	0.969	CincyMedIR-2
1	Q0	gbkgzvc8	33	0.968	CincyMedIR-2
1	Q0	mo4luyx6	34	0.967	CincyMedIR-2
1	Q0	llv3cvdr	35	0.966	CincyMedIR-2
1	Q0	6wbrv9o1	36	0.965	CincyMedIR-2
1	Q0	igdkz3ht	37	0.964	CincyMedIR-2
1	Q0	gr9l1uja	38	0.963	CincyMedIR-2
1	Q0	cr22vp8b	39	0.962	CincyMedIR-2
1	Q0	drto66xt	40	0.961	CincyMedIR-2
1	Q0	d2knbzhl	41	0.96	CincyMedIR-2
1	Q0	mxtry60e	42	0.959	CincyMedIR-2
1	Q0	r71g2e9y	43	0.958	CincyMedIR-2
1	Q0	kiq6xb6k	44	0.957	CincyMedIR-2
1	Q0	ktbph5vf	45	0.956	CincyMedIR-2
1	Q0	5bdoz5am	46	0.955	CincyMedIR-2
1	Q0	awitk3se	47	0.954	CincyMedIR-2
1	Q0	oydib3p6	48	0.953	CincyMedIR-2
1	Q0	k0te068l	49	0.952	CincyMedIR-2
1	Q0	xqqn1t4e	50	0.951	CincyMedIR-2
1	Q0	mm4ngrla	51	0.95	CincyMedIR-2
1	Q0	mv3crcsh	52	0.949	CincyMedIR-2
1	Q0	88clzw4v	53	0.948	CincyMedIR-2
1	Q0	mvwkflnq	54	0.947	CincyMedIR-2
1	Q0	a66sszp2	55	0.946	CincyMedIR-2
1	Q0	cetdqgff	56	0.945	CincyMedIR-2
1	Q0	jbc74lcu	57	0.944	CincyMedIR-2
1	Q0	plxz5mkg	58	0.943	CincyMedIR-2
1	Q0	tfkhptdg	59	0.942	CincyMedIR-2
1	Q0	1s2zsqoq	60	0.941	CincyMedIR-2
1	Q0	z4l3pk23	61	0.94	CincyMedIR-2
1	Q0	jsz2lg6l	62	0.939	CincyMedIR-2
1	Q0	c1n994j6	63	0.938	CincyMedIR-2
1	Q0	djq0lvr2	64	0.937	CincyMedIR-2
1	Q0	ezi2mret	65	0.936	CincyMedIR-2
1	Q0	ejg393zs	66	0.935	CincyMedIR-2
1	Q0	j9armxm9	67	0.934	CincyMedIR-2
1	Q0	sdtxi8xw	68	0.933	CincyMedIR-2
1	Q0	cbc98t7x	69	0.932	CincyMedIR-2
1	Q0	dlivkn8l	70	0.931	CincyMedIR-2
1	Q0	kjkfsy7w	71	0.93	CincyMedIR-2
1	Q0	5pv11lfo	72	0.929	CincyMedIR-2
1	Q0	ekc1tkyt	73	0.928	CincyMedIR-2
1	Q0	l6xgrxp5	74	0.927	CincyMedIR-2
1	Q0	dgy7d6g5	75	0.926	CincyMedIR-2
1	Q0	aeogp8c7	76	0.925	CincyMedIR-2
1	Q0	1sq2uvur	77	0.924	CincyMedIR-2
1	Q0	aul6ahww	78	0.923	CincyMedIR-2
1	Q0	v73bsrwg	79	0.922	CincyMedIR-2
1	Q0	ao7bkcv5	80	0.921	CincyMedIR-2
1	Q0	zi98dq1v	81	0.92	CincyMedIR-2
1	Q0	52kqp9yw	82	0.919	CincyMedIR-2
1	Q0	kb3z3b8f	83	0.918	CincyMedIR-2
1	Q0	dgbf77hn	84	0.917	CincyMedIR-2
1	Q0	wl121lg4	85	0.916	CincyMedIR-2
1	Q0	luxgc7st	86	0.915	CincyMedIR-2
1	Q0	s4ef9qob	87	0.914	CincyMedIR-2
1	Q0	2inlyd0t	88	0.913	CincyMedIR-2
